Make,Model,Price,Year,Kilometer,Fuel,Transmission,Location,Color,Owner,Seller,Engine,Power,Torque,Drivetrain,Length,Width,Height,Seats,Tank
Maruti Suzuki,Ertiga VDI SHVS,9699.99,2016,39000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
Honda,City VX (O) MT,9750,2019,56881,Petrol,Manual,Lucknow,Silver,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Maruti Suzuki,XL6 Zeta MT Petrol,9750,2019,41792,Petrol,Manual,Pune,Blue,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45
Audi,A4 2.0 TDI (177bhp) Premium,9750,2011,75000,Diesel,Automatic,Lucknow,Silver,First,Individual,1968,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Mercedes-Benz,C-Class 220 BlueEfficiency,9750,2013,102000,Diesel,Automatic,Jalandhar,White,First,Individual,2143,170 bhp @ 4200 rpm,400 Nm @ 2800 rpm,RWD,4596,1770,1447,5,66
Ssangyong,Rexton RX7,9750,2013,72000,Diesel,Automatic,Bangalore,Silver,First,Individual,2696,184 bhp @ 4000 rpm,402 Nm @ 3000 rpm,AWD,4755,1900,1785,7,78
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],9750,2019,58000,Diesel,Manual,Mumbai,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,9750,2018,53300,Petrol,Automatic,Thane,Grey,First,Individual,1591,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4440,1729,1475,5,45
Mahindra,XUV500 W8 AWD,9750,2017,78000,Diesel,Manual,Mumbai,Silver,First,Individual,2179,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD,4585,1890,1785,7,70
Mercedes-Benz,E-Class E250 Elegance,9800,2011,78000,Petrol,Automatic,Ludhiana,White,Second,Individual,2497,204@6100,245@5000,RWD,4868,1854,1471,5,80
Mahindra,Scorpio S6 Plus Intelli-Hybrid,9850,2017,68000,Diesel,Manual,Delhi,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60
Hyundai,Venue SX 1.0 Turbo iMT,9900,2020,24013,Petrol,Manual,Mumbai,Blue,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Hyundai,Creta E Plus 1.4 CRDI,9900,2019,23000,Diesel,Manual,Ahmedabad,Orange,First,Individual,1396,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270,1780,1630,5,60
Maruti Suzuki,Vitara Brezza ZDi,9900,2019,54572,Diesel,Manual,Jaipur,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Toyota,Innova 2.5 GX BS IV 7 STR,9900,2015,98000,Diesel,Manual,Mumbai,Gold,First,Individual,2494,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,4585,1765,1760,7,55
Maruti Suzuki,Ertiga ZXi AT,9900,2019,21894,Petrol,Automatic,Delhi,White,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395,1735,1690,7,45
Mahindra,XUV500 W10 AT,9949.99,2016,105000,Diesel,Automatic,Mumbai,Grey,Second,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
Volvo,S60 Kinetic D4,9949.99,2012,89311,Diesel,Automatic,Hyderabad,White,First,Individual,1984,165 bhp @ 3500 rpm,400 Nm @ 2750 rpm,FWD,4635,1865,1484,5,67.5
Maruti Suzuki,XL6 Zeta MT Petrol,9949.99,2019,27900,Petrol,Manual,Mumbai,Brown,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45
Hyundai,Venue SX 1.0 (O) Petrol [2019-2020],9990,2019,27464,Petrol,Manual,Bangalore,Blue,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Tata,Hexa XE 4x2 7 STR,10000,2018,38000,Diesel,Manual,Mumbai,White,First,Individual,2179,148 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4788,1903,1791,7,60
Hyundai,Creta 1.6 SX Plus AT Petrol,10000,2018,42000,Petrol,Automatic,Kolkata,White,First,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
Mahindra,XUV500 W8 AWD [2015-2017],10000,2016,33000,Diesel,Manual,Rudrapur,White,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,AWD,4585,1890,1785,7,70
Audi,A4 1.8 TFSI Multitronic Premium Plus,10000,2010,67000,Petrol,Automatic,Dehradun,Silver,Second,Individual,1798,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD,4701,1826,1427,5,63
Toyota,Innova 2.5 ZX 7 STR BS-IV,10000,2014,158690,Diesel,Manual,Ahmedabad,Silver,Second,Individual,2494,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585,1760,1760,7,55
Renault,Kiger RXZ AMT,10000,2022,4000,Petrol,Automatic,Hyderabad,White,Second,Individual,999,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,3991,1750,1605,5,40
Toyota,Fortuner 3.0 MT,10000,2010,127000,Diesel,Manual,Guwahati,White,Third,Individual,2982,171@3600,343@1400,AWD,4695,1840,1850,7,80
Maruti Suzuki,Vitara Brezza ZDi Plus AGS,10110,2019,74179,Diesel,Automatic,Mumbai,Silver,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Hyundai,Creta 1.6 SX Plus AT,10150,2015,68566,Diesel,Automatic,Ahmedabad,White,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Maruti Suzuki,Vitara Brezza ZDi Plus,10250,2019,90000,Diesel,Manual,Hyderabad,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48
Hyundai,Venue SX 1.4 CRDi,10250,2019,42000,Diesel,Manual,Mumbai,Silver,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Volkswagen,Polo Highline Plus 1.0L TSI,10250,2020,20124,Petrol,Manual,Bangalore,Red,First,Individual,999,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,3971,1682,1469,5,45
Maruti Suzuki,Ertiga VXI CNG,10250,2019,42000,CNG,Manual,Delhi,Brown,First,Individual,1373,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
Hyundai,Creta 1.6 SX,10350,2018,36000,Diesel,Manual,Patna,Grey,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Mahindra,Thar CRDe 4x4 Non AC,10350,2017,79000,Diesel,Manual,Mysore,Green,First,Individual,2498,105@3800,247@1800,AWD,3920,1710,1930,7,60
Honda,City V CVT Petrol [2017-2019],10400,2019,18000,Petrol,Automatic,Delhi,Brown,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Maruti Suzuki,Vitara Brezza ZXi Plus,10449.99,2021,24000,Petrol,Manual,Mumbai,Silver,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995,1790,1640,5,48
Hyundai,Creta 1.6 SX,10449.99,2016,78000,Diesel,Manual,Bangalore,Black,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,10500,2020,16282,Petrol,Automatic,Pune,White,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37
Mahindra,Marazzo M2 8 STR,10500,2019,17000,Diesel,Manual,Lucknow,Green,First,Individual,1497,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD,4585,1866,1774,8,45
Hyundai,Creta SX Plus 1.6 AT CRDI,10500,2017,97000,Diesel,Automatic,Zirakpur,Silver,First,Corporate,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Tata,Nexon XZ Plus Dark Edition,10500,2022,1500,Petrol,Manual,Kolkata,Black,First,Individual,1199,118 bhp @ 5500 rpm,170 Nm @ 1750 rpm,FWD,3993,1811,1606,5,44
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],10500,2017,71800,Diesel,Manual,Lucknow,Black,First,Individual,1956,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395,1818,1640,5,60
Toyota,Urban Cruiser Premium Grade AT,10500,2021,1910,Petrol,Automatic,Varanasi,White,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995,1790,1640,5,48
Honda,City VX CVT Petrol [2017-2019],10500,2017,29386,Petrol,Automatic,Bangalore,Silver,Second,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Hyundai,Creta E Plus 1.6 Petrol,10500,2018,34841,Petrol,Manual,Hyderabad,White,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Tata,Hexa XT 4x2 6 STR,10500,2017,88757,Diesel,Manual,Indore,Blue,Second,Individual,2179,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788,1903,1791,6,60
Hyundai,Venue SX (O) 1.0 Turbo iMT,10500,2021,7500,Petrol,Manual,Hyderabad,Blue,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,10500,2021,5000,Diesel,Manual,Lucknow,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
Kia,Sonet GTX Plus 1.0 DCT [2020-2021],10550,2020,15000,Petrol,Automatic,Kolkata,Gold,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45
Honda,City V,10600,2019,12382,Petrol,Manual,Pune,Maroon,First,Corporate,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Maruti Suzuki,S-Cross Alpha 1.6,10630,2019,31056,Diesel,Manual,Hyderabad,Others,First,Individual,1598,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48
Hyundai,Venue SX (O) 1.0 Turbo iMT,10700,2021,8800,Petrol,Manual,Delhi,White,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Hyundai,Creta 1.6 SX Plus AT Petrol,10740,2017,50050,Petrol,Automatic,Delhi,White,First,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],10750,2019,30672,Petrol,Automatic,Bangalore,Blue,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],10750,2017,86000,Diesel,Manual,Ludhiana,White,First,Individual,1956,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395,1818,1640,5,60
Hyundai,Creta SX 1.6 AT Petrol,10750,2019,45000,Petrol,Automatic,Raipur,White,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Toyota,Fortuner 3.0 4x2 AT,10750,2013,125000,Diesel,Automatic,Delhi,White,First,Individual,2982,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Hyundai,Elite i20 Asta 1.2 IVT,10750,2021,12020,Petrol,Automatic,Mumbai,White,First,Individual,1197,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37
Hyundai,Venue SX Plus 1.0 Turbo DCT,10750,2019,28000,Petrol,Automatic,Chennai,Blue,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Mahindra,XUV500 W10,10750,2015,138000,Diesel,Manual,Bangalore,Silver,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
Toyota,Corolla Altis GL Petrol,10750,2016,70000,Petrol,Manual,Delhi,White,First,Individual,1798,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620,1775,1475,5,55
Maruti Suzuki,Ertiga VXI CNG,10800,2021,38000,CNG,Manual,Delhi,White,First,Individual,1373,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
Hyundai,Creta 1.4 S Plus,10800,2019,68000,Diesel,Manual,Bhopal,White,First,Individual,1396,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,FWD,4270,1780,1630,5,60
Hyundai,Venue SX (O) 1.5 CRDi,10800,2020,56000,Diesel,Manual,Jalandhar,Blue,First,Individual,1493,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Mahindra,XUV300 1.5 W6 [2019-2020],10800,2020,52000,Diesel,Manual,Lucknow,White,First,Individual,1497,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995,1821,1627,5,42
Tata,Nexon XZA Plus Petrol,10850,2018,8922,Petrol,Automatic,Bangalore,Red,First,Individual,1198,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994,1811,1607,5,44
Hyundai,Venue SX 1.0 Turbo iMT,10850,2022,3383,Petrol,Manual,Mumbai,Blue,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Hyundai,Verna SX Plus 1.6 CRDi AT,10850,2018,45915,Diesel,Automatic,Mumbai,Black,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
BMW,X3 xDrive20d,10900,2012,65000,Diesel,Automatic,Delhi,Silver,Second,Individual,1995,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD,4648,1881,1661,5,67
Hyundai,Venue SX Plus 1.0 Turbo DCT,10900,2020,26200,Petrol,Automatic,Delhi,White,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Hyundai,Creta EX 1.4 CRDi,10900,2019,37000,Diesel,Manual,Hyderabad,Blue,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Mahindra,Scorpio S6 Plus 1.99 [2016-2017],10900,2017,19000,Diesel,Manual,Delhi,White,First,Individual,1997,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60
Toyota,Yaris V CVT,10900,2019,40900,Petrol,Automatic,Pune,Red,First,Corporate,1496,106 bhp @ 6000 rpm,140 Nm @ 4200 rpm,FWD,4425,1730,1495,5,42
Mahindra,XUV500 W10,10900,2017,144933,Diesel,Manual,Nashik,White,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
Toyota,Corolla Altis VL AT Petrol,10950,2016,45000,Petrol,Automatic,Mumbai,Black,First,Individual,1798,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620,1775,1475,5,55
Hyundai,Creta 1.6 SX Plus AT Petrol,10950,2017,39000,Petrol,Automatic,Hyderabad,Red,Second,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
Volkswagen,Polo GT TSI,10950,2020,43260,Petrol,Automatic,Bangalore,Red,First,Individual,1197,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3971,1682,1469,5,45
Mahindra,XUV500 W7 [2018-2020],10950,2018,57000,Diesel,Manual,Lucknow,Black,First,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
Honda,City V Petrol,10950,2022,2700,Petrol,Manual,Delhi,Silver,First,Individual,1497,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Mahindra,XUV500 W5 [2018-2020],10950,2018,50000,Diesel,Manual,Zirakpur,Maroon,First,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
Hyundai,Venue SX 1.5 CRDi,10970,2022,1700,Diesel,Manual,Mumbai,White,First,Individual,1493,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Skoda,Rapid Style 1.6 MPI AT,10990,2018,20690,Petrol,Automatic,Bangalore,Red,First,Individual,1598,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413,1699,1466,5,55
Mercedes-Benz,C-Class 250 CDI Elegance,11000,2011,51500,Diesel,Automatic,Hyderabad,Black,Second,Individual,2143,207@4200,500@1600,RWD,4596,1770,1447,5,66
Hyundai,Creta SX 1.6 CRDi,11000,2018,65954,Diesel,Manual,Pune,Red,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Hyundai,Verna 1.6 CRDI SX,11000,2019,26000,Diesel,Manual,Patna,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
Hyundai,Creta SX 1.6 (O) Petrol,11150,2018,37000,Petrol,Manual,Delhi,Black,Second,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Mahindra,XUV500 W9 [2018-2020],11150,2018,58590,Diesel,Manual,Kolkata,Grey,First,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
Mahindra,Scorpio S3 2WD 7 STR,11210,2019,38000,Diesel,Manual,Patna,White,First,Individual,2523,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456,1820,1930,7,60
Hyundai,Verna SX Plus 1.6 CRDi AT,11230,2017,80000,Diesel,Automatic,Bangalore,Silver,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
Hyundai,Creta SX 1.6 CRDi (O),11250,2018,60000,Diesel,Manual,Patna,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Skoda,Rapid Style AT,11250,2020,46807,Petrol,Automatic,Bangalore,Red,First,Individual,999,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4413,1699,1466,5,55
Hyundai,Verna 1.6 CRDI SX,11250,2019,40000,Diesel,Manual,Ludhiana,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,11250,2019,50000,Petrol,Automatic,Delhi,White,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Hyundai,Elite i20 Asta 1.0 Turbo IMT Dual Tone,11300,2020,12905,Petrol,Manual,Bangalore,White,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1775,1505,5,37
Honda,CR-V 2.0L 2WD AT,11300,2015,50000,Petrol,Automatic,Mumbai,Brown,First,Individual,1997,154 bhp @ 6500 rpm,190 Nm @ 4300 rpm,FWD,4545,1820,1685,5,58
Honda,City ZX CVT Petrol [2017-2019],11380,2018,6000,Petrol,Automatic,Mumbai,Silver,First,Corporate,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Hyundai,Verna SX Plus 1.6 VTVT AT,11490,2019,26894,Petrol,Automatic,Hyderabad,Black,First,Individual,1591,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4440,1729,1475,5,45
Hyundai,Creta SX Plus 1.6 AT CRDI,11500,2017,66602,Diesel,Automatic,Mumbai,Grey,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Mahindra,Scorpio S10,11500,2014,99000,Diesel,Manual,Ludhiana,Silver,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60
Mercedes-Benz,E-Class E350 CDI Avantgarde,11500,2010,120000,Diesel,Automatic,Pune,Silver,First,Individual,2987,231@3800,540@1600,RWD,4868,1854,1471,5,80
Mercedes-Benz,B-class B180 Sports,11500,2013,52000,Petrol,Automatic,Delhi,Silver,Second,Individual,1595,120 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD,4359,2010,1557,5,50
Mercedes-Benz,B-class B180,11500,2014,39000,Petrol,Automatic,Mumbai,White,Second,Individual,1595,120 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD,4359,2010,1557,5,50
Skoda,Octavia Elegance 2.0 TDI AT,11600,2015,47981,Diesel,Automatic,Mumbai,Black,First,Individual,1968,141 bhp @ 4000 rpm,320 Nm @ 1750 rpm,FWD,4659,1814,1476,5,50
Mahindra,Scorpio S5 2WD 7 STR,11650,2018,32000,Diesel,Manual,Patna,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60
Hyundai,Creta 1.6 SX Plus Petrol,11750,2019,36313,Petrol,Manual,Mumbai,Grey,First,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
Audi,A6 2.0 TDI Premium,11750,2012,77000,Diesel,Automatic,Mumbai,Blue,Second,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Hyundai,Elantra SX (O) 2.0 AT,11750,2017,24000,Petrol,Automatic,Mumbai,White,First,Individual,1999,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4620,1800,1465,5,50
Hyundai,Verna 1.6 CRDI SX (O),11750,2018,97000,Diesel,Manual,Jaipur,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
Hyundai,Verna 1.6 VTVT SX (O),11750,2019,20000,Petrol,Manual,Delhi,Black,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43
Hyundai,Santa Fe 2WD AT [2014-2017],11750,2014,87938,Diesel,Automatic,Bangalore,White,Second,Individual,2199,194 bhp @ 3800 rpm,437 Nm @ 1800 rpm,AWD,4690,1880,1690,7,64
Audi,A4 2.0 TDI (177bhp) Premium Plus,11750,2013,50000,Diesel,Automatic,Pune,White,First,Individual,1968,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63
Hyundai,Venue SX 1.4 CRDi,11750,2021,37556,Diesel,Manual,Nashik,White,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,11800,2019,38000,Petrol,Automatic,Bangalore,White,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Hyundai,Venue SX 1.0 Turbo iMT,11850,2021,10700,Petrol,Manual,Jaipur,White,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
Mahindra,XUV500 W10 AT,11900,2017,41470,Diesel,Automatic,Delhi,Black,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
Maruti Suzuki,XL6 Alpha AT Petrol,11900,2020,47248,Petrol,Automatic,Jaipur,Blue,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45
Mahindra,Scorpio S5 2WD 7 STR,11900,2018,59000,Diesel,Manual,Patna,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60
Hyundai,Creta SX Plus 1.6 AT CRDI,11900,2018,76000,Diesel,Automatic,Chandigarh,White,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],11950,2022,6200,Petrol,Manual,Kolkata,Red,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45
Toyota,Fortuner 3.0 4x4 MT,11990,2012,12749,Diesel,Manual,Kolkata,Grey,First,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80
Honda,City VX,11990,2020,26497,Petrol,Manual,Kolkata,White,Second,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Volvo,V40 D3 Kinetic,12000,2015,50965,Diesel,Automatic,Kolkata,White,First,Corporate,1984,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370,1783,1458,5,60
Tata,Hexa XTA 4x2 7 STR,12000,2017,95785,Diesel,Automatic,Hyderabad,Blue,First,Individual,2179,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788,1903,1791,7,60
Hyundai,Creta SX 1.6 AT CRDi,12000,2019,27657,Diesel,Automatic,Kolkata,Grey,Second,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Volkswagen,Vento Highline 1.0L TSI,12000,2021,37230,Petrol,Manual,Hyderabad,Grey,First,Individual,999,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4390,1699,1467,5,55
Mahindra,Scorpio S5 2WD 7 STR,12200,2020,35000,Diesel,Manual,Patna,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60
Mahindra,Scorpio S5 2WD 7 STR,12210,2019,46000,Diesel,Manual,Patna,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60
Hyundai,Creta SX 1.6 CRDi,12250,2019,47000,Diesel,Manual,Jalandhar,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270,1780,1665,5,55
Toyota,Fortuner 3.0 4x2 MT,12250,2012,97000,Diesel,Manual,Jalandhar,White,Second,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80
Maruti Suzuki,XL6 Zeta MT Petrol,12250,2022,16000,Petrol,Manual,Delhi,Grey,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445,1775,1700,6,45
Maruti Suzuki,Ertiga ZXi Plus,12250,2021,23000,Petrol,Manual,Bangalore,White,First,Individual,1462,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395,1735,1690,7,45
